"CO_MUNICIPIO";"NO_MUNICIPIO";"CO_SIGLA_ESTADO";"TP_CADASTRO";"TP_PACTO";"TP_ENVIA";"TP_ENVIA_CNES";"TP_CIB_SAS";"TP_PLENO_ORIGEM";"TP_MAC";"NU_POPULACAO";"NU_DENSIDADE";"CMTP_INICIO_MAC"
"354105";"PRATANIA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354130";"PRESIDENTE EPITACIO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"354140";"PRESIDENTE PRUDENTE";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354150";"PRESIDENTE VENCESLAU";"SP";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"354170";"QUATA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354180";"QUEIROZ";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354210";"RAFARD";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354220";"RANCHARIA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"354230";"REDENCAO DA SERRA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354260";"REGISTRO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354290";"RIBEIRAO BONITO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354310";"RIBEIRAO CORRENTE";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354350";"RIVERSUL";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354380";"RINOPOLIS";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354410";"RIO GRANDE DA SERRA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354420";"RIOLANDIA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354425";"ROSANA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354430";"ROSEIRA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354460";"SABINO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354470";"SAGRES";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354510";"SALMOURAO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354530";"SALTO DE PIRAPORA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354550";"SANDOVALINA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354600";"SANTA BRANCA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354610";"SANTA CLARA D'OESTE";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354620";"SANTA CRUZ DA CONCEICAO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354630";"SANTA CRUZ DAS PALMEIRAS";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354650";"SANTA ERNESTINA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354660";"SANTA FE DO SUL";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354670";"SANTA GERTRUDES";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354700";"SANTA MARIA DA SERRA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354750";"SANTA RITA DO PASSA QUATRO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354760";"SANTA ROSA DE VITERBO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354765";"SANTA SALETE";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354770";"SANTO ANASTACIO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354820";"SANTO ANTONIO DO PINHAL";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354830";"SANTO EXPEDITO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354860";"SAO BENTO DO SAPUCAI";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354880";"SAO CAETANO DO SUL";"SP";"S";"S";"1";"S";"S";"S";"S";"";"9";"032018"
"354900";"SAO FRANCISCO";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"354910";"SAO JOAO DA BOA VISTA";"SP";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"354925";"SAO JOAO DE IRACEMA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231095";"PIRES FERREIRA";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231100";"PORANGA";"CE";"S";"S";"1";"S";"S";"N";"S";"";"9";"032018"
"231120";"POTENGI";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231160";"REDENCAO";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231180";"RUSSAS";"CE";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"231190";"SABOEIRO";"CE";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"231210";"SANTANA DO CARIRI";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231250";"SAO JOAO DO JAGUARIBE";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231280";"SENADOR SA";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231290";"SOBRAL";"CE";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"231300";"SOLONOPOLE";"CE";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"231320";"TAMBORIL";"CE";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"231325";"TARRAFAS";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231335";"TEJUCUOCA";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231360";"UBAJARA";"CE";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"231370";"UMARI";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231375";"UMIRIM";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231380";"URUBURETAMA";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"231400";"VARZEA ALEGRE";"CE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240030";"AFONSO BEZERRA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240040";"AGUA NOVA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240060";"ALMINO AFONSO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240100";"APODI";"RN";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"240110";"AREIA BRANCA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240140";"BAIA FORMOSA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240145";"BARAUNA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240180";"BREJINHO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240190";"CAICARA DO RIO DO VENTO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240200";"CAICO";"RN";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"240220";"CANGUARETAMA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240230";"CARAUBAS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"240250";"CARNAUBAIS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240280";"CORONEL EZEQUIEL";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240300";"CRUZETA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240310";"CURRAIS NOVOS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240325";"PARNAMIRIM";"RN";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"240330";"ENCANTO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240390";"FRANCISCO DANTAS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240400";"FRUTUOSO GOMES";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240420";"GOIANINHA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240430";"GOVERNADOR DIX-SEPT ROSADO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"240460";"IELMO MARINHO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240480";"IPUEIRA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240485";"ITAJA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"351700";"GETULINA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"351790";"GUARACI";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"351840";"GUARATINGUETA";"SP";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"351885";"GUATAPARA";"SP";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"351907";"HORTOLANDIA";"SP";"S";"S";"1";"S";"S";"S";"S";"";"3";"032018"
"351970";"IBIUNA";"SP";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"352010";"IGARAPAVA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"352042";"ILHA COMPRIDA";"SP";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412400";"SANTANA DO ITARARE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412405";"SANTA TEREZINHA DE ITAIPU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412420";"SANTO ANTONIO DO CAIUA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412450";"SANTO INACIO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412460";"SAO CARLOS DO IVAI";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412500";"SAO JOAO DO IVAI";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"082018"
"412510";"SAO JOAO DO TRIUNFO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412530";"SAO JORGE DO IVAI";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412545";"SAO JOSE DAS PALMEIRAS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412555";"SAO MANOEL DO PARANA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412560";"SAO MATEUS DO SUL";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"412575";"SAO PEDRO DO IGUACU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412590";"SAO PEDRO DO PARANA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412600";"SAO SEBASTIAO DA AMOREIRA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412620";"SAPOPEMA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412627";"SAUDADE DO IGUACU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412635";"SERRANOPOLIS DO IGUACU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412650";"SERTANOPOLIS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412665";"SULINA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412680";"TAPEJARA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412690";"TAPIRA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412710";"TELEMACO BORBA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"412730";"TERRA RICA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412770";"TOLEDO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"102018"
"412785";"TRES BARRAS DO PARANA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412788";"TUNAS DO PARANA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412790";"TUNEIRAS DO OESTE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412810";"UMUARAMA";"PR";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"412830";"UNIFLOR";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412850";"WENCESLAU BRAZ";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412855";"VERA CRUZ DO OESTE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412862";"ALTO PARAISO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412865";"VIRMOND";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412870";"VITORINO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"420005";"ABDON BATISTA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420030";"AGRONOMICA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420050";"AGUAS DE CHAPECO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420055";"AGUAS FRIAS";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420070";"ALFREDO WAGNER";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420075";"ALTO BELA VISTA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420100";"ANITA GARIBALDI";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420125";"APIUNA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420160";"ARROIO TRINTA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420180";"ATALANTA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420195";"BALNEARIO ARROIO DO SILVA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420208";"BANDEIRANTE";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420210";"BARRA VELHA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420213";"BELA VISTA DO TOLDO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420243";"BOCAINA DO SUL";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420250";"BOM JARDIM DA SERRA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420260";"BOM RETIRO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"8";"032018"
"420270";"BOTUVERA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420287";"BRUNOPOLIS";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420315";"CALMON";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420320";"CAMBORIU";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420330";"CAMPO ALEGRE";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420340";"CAMPO BELO DO SUL";"SC";"S";"S";"1";"S";"S";"N";"S";"";"8";"032018"
"420370";"CANELINHA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420380";"CANOINHAS";"SC";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"420410";"CAXAMBU DO SUL";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420420";"CHAPECO";"SC";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"420430";"CONCORDIA";"SC";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"420435";"CORDILHEIRA ALTA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420440";"CORONEL FREITAS";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420445";"CORONEL MARTINS";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420455";"CORREIA PINTO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420490";"DESCANSO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420515";"DOUTOR PEDRINHO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420517";"ENTRE RIOS";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420520";"ERVAL VELHO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420543";"FORMOSA DO SUL";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420545";"FORQUILHINHA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420555";"FREI ROGERIO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420560";"GALVAO";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420590";"GASPAR";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420620";"GRAVATAL";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420630";"GUABIRUBA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420640";"GUARACIABA";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"420660";"GUARUJA DO SUL";"SC";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240500";"JACANA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240530";"JANUARIO CICCO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240550";"JARDIM DE ANGICOS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240570";"JARDIM DO SERIDO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240580";"JOAO CAMARA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240590";"JOAO DIAS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240615";"JUNDIA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240640";"LAGOA DE VELHOS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240670";"LAJES";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240710";"MACAIBA";"RN";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"240720";"MACAU";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240725";"MAJOR SALES";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240740";"MARTINS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240780";"MONTE ALEGRE";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240790";"MONTE DAS GAMELEIRAS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240830";"NOVA CRUZ";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240840";"OLHO-D'AGUA DO BORGES";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240860";"PARANA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240870";"PARAU";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240890";"PARELHAS";"RN";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"240910";"PASSA E FICA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240933";"SANTA MARIA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240980";"PEDRO VELHO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"240990";"PENDENCIAS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241010";"POCO BRANCO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241020";"PORTALEGRE";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241030";"PRESIDENTE JUSCELINO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241040";"PUREZA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241070";"RIACHO DA CRUZ";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241080";"RIACHO DE SANTANA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241090";"RIACHUELO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241170";"SAO BENTO DO TRAIRI";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241190";"SAO FRANCISCO DO OESTE";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241210";"SAO JOAO DO SABUGI";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241250";"SAO MIGUEL";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241280";"SAO RAFAEL";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241290";"SAO TOME";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241310";"SENADOR ELOI DE SOUZA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241320";"SENADOR GEORGINO AVELINO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241335";"SERRA DO MEL";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241340";"SERRA NEGRA DO NORTE";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241360";"SEVERIANO MELO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241370";"SITIO NOVO";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241380";"TABOLEIRO GRANDE";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241410";"TENENTE ANANIAS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241430";"TIMBAUBA DOS BATISTAS";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241445";"TRIUNFO POTIGUAR";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241450";"UMARIZAL";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241460";"UPANEMA";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"241475";"VENHA-VER";"RN";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250020";"AGUIAR";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250030";"ALAGOA GRANDE";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250053";"ALCANTIL";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250070";"SAO JOAO DO RIO DO PEIXE";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250080";"ARACAGI";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250090";"ARARA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250130";"AROEIRAS";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250150";"BANANEIRAS";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250153";"BARAUNA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250157";"BARRA DE SANTANA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250170";"BARRA DE SAO MIGUEL";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250210";"BOA VENTURA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250220";"BOM JESUS";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250230";"BOM SUCESSO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250250";"BOQUEIRAO";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250260";"IGARACY";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250270";"BORBOREMA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250290";"BREJO DOS SANTOS";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250300";"CAAPORA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250340";"CACIMBA DE AREIA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250350";"CACIMBA DE DENTRO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250370";"CAJAZEIRAS";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250375";"CAJAZEIRINHAS";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250380";"CALDAS BRANDAO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250410";"CARRAPATEIRA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250420";"CATINGUEIRA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250430";"CATOLE DO ROCHA";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250500";"CUBATI";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250510";"CUITE";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250520";"CUITEGI";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250535";"DAMIAO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250550";"VISTA SERRANA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250570";"DONA INES";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250590";"EMAS";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250600";"ESPERANCA";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250640";"GURINHEM";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250650";"GURJAO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250670";"IMACULADA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250700";"ITAPORANGA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250730";"JACARAU";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250740";"JERICO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250770";"JUAZEIRINHO";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250780";"JUNCO DO SERIDO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250790";"JURIPIRANGA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250810";"LAGOA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250850";"LIVRAMENTO";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250870";"MAE D'AGUA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250890";"MAMANGUAPE";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"250900";"MANAIRA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250920";"MASSARANDUBA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"250930";"MATARACA";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
